County,StateCode,Deaths,Population,Category
Okaloosa County, FL (12091),345,"201,170",Diseases of Heart
Okeechobee County, FL (12093),143,"40,314",Diseases of Heart
Orange County, FL (12095),"1,741","1,314,367",Diseases of Heart
Osceola County, FL (12097),526,"336,015",Diseases of Heart
Palm Beach County, FL (12099),"3,719","1,443,810",Diseases of Heart
Pasco County, FL (12101),"1,294","512,368",Diseases of Heart
Pinellas County, FL (12103),"2,542","960,730",Diseases of Heart
Polk County, FL (12105),"1,531","666,149",Diseases of Heart
Putnam County, FL (12107),179,"72,277",Diseases of Heart
St. Johns County, FL (12109),391,"235,087",Diseases of Heart
St. Lucie County, FL (12111),711,"306,507",Diseases of Heart
Santa Rosa County, FL (12113),305,"170,497",Diseases of Heart
Sarasota County, FL (12115),"1,184","412,569",Diseases of Heart
Seminole County, FL (12117),767,"455,479",Diseases of Heart
Sumter County, FL (12119),476,"123,996",Diseases of Heart
Suwannee County, FL (12121),134,"43,794",Diseases of Heart
Taylor County, FL (12123),47,"22,175",Diseases of Heart
Union County, FL (12125),45,"15,142",Diseases of Heart
Volusia County, FL (12127),"1,631","529,364",Diseases of Heart
Wakulla County, FL (12129),68,"31,893",Diseases of Heart
Walton County, FL (12131),147,"65,889",Diseases of Heart
Washington County, FL (12133),77,"24,569",Diseases of Heart
Appling County, GA (13001),53,"18,428",Diseases of Heart
Atkinson County, GA (13003),16,"8,273",Diseases of Heart
Bacon County, GA (13005),38,"11,372",Diseases of Heart
Baldwin County, GA (13009),122,"45,144",Diseases of Heart
Banks County, GA (13011),31,"18,397",Diseases of Heart
Barrow County, GA (13013),106,"77,126",Diseases of Heart
Bartow County, GA (13015),211,"103,807",Diseases of Heart
Ben Hill County, GA (13017),40,"17,243",Diseases of Heart
Berrien County, GA (13019),59,"18,993",Diseases of Heart
Bibb County, GA (13021),508,"152,760",Diseases of Heart
Bleckley County, GA (13023),25,"12,970",Diseases of Heart
Brantley County, GA (13025),42,"18,355",Diseases of Heart
Brooks County, GA (13027),37,"15,687",Diseases of Heart
Bryan County, GA (13029),45,"36,230",Diseases of Heart
Bulloch County, GA (13031),105,"74,722",Diseases of Heart
Burke County, GA (13033),61,"22,688",Diseases of Heart
Butts County, GA (13035),53,"23,817",Diseases of Heart
Calhoun County, GA (13037),14,"6,324",Diseases of Heart
Camden County, GA (13039),93,"53,008",Diseases of Heart
Candler County, GA (13043),43,"10,910",Diseases of Heart
Carroll County, GA (13045),248,"116,261",Diseases of Heart
Catoosa County, GA (13047),147,"66,398",Diseases of Heart
Charlton County, GA (13049),12,"12,497",Diseases of Heart
Chatham County, GA (13051),612,"289,082",Diseases of Heart
Chattahoochee County, GA (13053),10,"10,922",Diseases of Heart
Chattooga County, GA (13055),89,"24,824",Diseases of Heart
Cherokee County, GA (13057),330,"241,689",Diseases of Heart
Clarke County, GA (13059),159,"124,707",Diseases of Heart
Clay County, GA (13061),10,"3,020",Diseases of Heart
Clayton County, GA (13063),373,"279,462",Diseases of Heart
Clinch County, GA (13065),38,"6,829",Diseases of Heart
Cobb County, GA (13067),872,"748,150",Diseases of Heart
Coffee County, GA (13069),100,"43,012",Diseases of Heart
Colquitt County, GA (13071),93,"45,708",Diseases of Heart
Columbia County, GA (13073),154,"147,450",Diseases of Heart
Cook County, GA (13075),45,"17,167",Diseases of Heart
Coweta County, GA (13077),250,"140,526",Diseases of Heart
Crawford County, GA (13079),30,"12,322",Diseases of Heart
Crisp County, GA (13081),42,"22,721",Diseases of Heart
Dade County, GA (13083),48,"16,257",Diseases of Heart
Dawson County, GA (13085),46,"23,604",Diseases of Heart
Decatur County, GA (13087),63,"26,822",Diseases of Heart
DeKalb County, GA (13089),833,"740,321",Diseases of Heart
Dodge County, GA (13091),53,"20,563",Diseases of Heart
Dooly County, GA (13093),26,"13,763",Diseases of Heart
Dougherty County, GA (13095),162,"90,017",Diseases of Heart
Douglas County, GA (13097),232,"142,224",Diseases of Heart
Early County, GA (13099),32,"10,339",Diseases of Heart
Effingham County, GA (13103),107,"58,712",Diseases of Heart
Elbert County, GA (13105),73,"19,143",Diseases of Heart
Emanuel County, GA (13107),77,"22,635",Diseases of Heart
Evans County, GA (13109),21,"10,670",Diseases of Heart
Fannin County, GA (13111),78,"24,900",Diseases of Heart
Fayette County, GA (13113),173,"111,627",Diseases of Heart
Floyd County, GA (13115),278,"96,560",Diseases of Heart
Forsyth County, GA (13117),258,"221,009",Diseases of Heart
Franklin County, GA (13119),71,"22,320",Diseases of Heart
Fulton County, GA (13121),"1,380","1,023,336",Diseases of Heart
Gilmer County, GA (13123),88,"29,733",Diseases of Heart
Glascock County, GA (13125),15,"3,006",Diseases of Heart
Glynn County, GA (13127),199,"84,502",Diseases of Heart
Gordon County, GA (13129),130,"56,904",Diseases of Heart
Grady County, GA (13131),66,"24,808",Diseases of Heart
Greene County, GA (13133),40,"17,003",Diseases of Heart
Gwinnett County, GA (13135),806,"907,135",Diseases of Heart
Habersham County, GA (13137),104,"44,246",Diseases of Heart
Hall County, GA (13139),283,"196,637",Diseases of Heart
Hancock County, GA (13141),26,"8,640",Diseases of Heart
Haralson County, GA (13143),102,"29,042",Diseases of Heart
Harris County, GA (13145),77,"33,652",Diseases of Heart
Hart County, GA (13147),80,"25,553",Diseases of Heart
Heard County, GA (13149),38,"11,487",Diseases of Heart
Henry County, GA (13151),288,"221,768",Diseases of Heart
Houston County, GA (13153),281,"152,122",Diseases of Heart
Irwin County, GA (13155),24,"9,422",Diseases of Heart
Jackson County, GA (13157),125,"64,615",Diseases of Heart
Jasper County, GA (13159),29,"13,654",Diseases of Heart
Jeff Davis County, GA (13161),53,"14,877",Diseases of Heart
Jefferson County, GA (13163),46,"15,916",Diseases of Heart
Jenkins County, GA (13165),16,"8,849",Diseases of Heart
Johnson County, GA (13167),28,"9,505",Diseases of Heart
Jones County, GA (13169),56,"28,623",Diseases of Heart
Lamar County, GA (13171),37,"18,469",Diseases of Heart
Lanier County, GA (13173),17,"10,399",Diseases of Heart
Laurens County, GA (13175),144,"47,516",Diseases of Heart
Lee County, GA (13177),33,"29,337",Diseases of Heart
Liberty County, GA (13179),71,"62,570",Diseases of Heart
Lincoln County, GA (13181),19,"7,828",Diseases of Heart
Long County, GA (13183),19,"18,437",Diseases of Heart
Lowndes County, GA (13185),184,"114,628",Diseases of Heart
Lumpkin County, GA (13187),68,"31,445",Diseases of Heart
McDuffie County, GA (13189),48,"21,490",Diseases of Heart
McIntosh County, GA (13191),19,"13,927",Diseases of Heart
Macon County, GA (13193),36,"13,450",Diseases of Heart
Madison County, GA (13195),65,"28,824",Diseases of Heart
Marion County, GA (13197),19,"8,524",Diseases of Heart
Meriwether County, GA (13199),89,"21,074",Diseases of Heart
Miller County, GA (13201),22,"5,926",Diseases of Heart
Mitchell County, GA (13205),57,"22,459",Diseases of Heart
Monroe County, GA (13207),64,"27,306",Diseases of Heart
Montgomery County, GA (13209),24,"9,060",Diseases of Heart
Morgan County, GA (13211),45,"18,170",Diseases of Heart
Murray County, GA (13213),88,"39,315",Diseases of Heart
Muscogee County, GA (13215),586,"197,485",Diseases of Heart
Newton County, GA (13217),179,"106,999",Diseases of Heart
Oconee County, GA (13219),50,"36,838",Diseases of Heart
Oglethorpe County, GA (13221),26,"14,921",Diseases of Heart
Paulding County, GA (13223),210,"155,825",Diseases of Heart
Peach County, GA (13225),82,"26,655",Diseases of Heart
Pickens County, GA (13227),86,"30,832",Diseases of Heart
Pierce County, GA (13229),50,"19,171",Diseases of Heart
Pike County, GA (13231),35,"17,941",Diseases of Heart
Polk County, GA (13233),128,"41,776",Diseases of Heart
Pulaski County, GA (13235),39,"11,251",Diseases of Heart
Putnam County, GA (13237),44,"21,477",Diseases of Heart
Rabun County, GA (13241),38,"16,559",Diseases of Heart
Randolph County, GA (13243),17,"7,177",Diseases of Heart
Richmond County, GA (13245),476,"201,647",Diseases of Heart
Rockdale County, GA (13247),142,"89,355",Diseases of Heart
Screven County, GA (13251),30,"14,044",Diseases of Heart
Seminole County, GA (13253),36,"8,468",Diseases of Heart
Spalding County, GA (13255),148,"64,806",Diseases of Heart
Stephens County, GA (13257),63,"25,751",Diseases of Heart
Stewart County, GA (13259),13,"5,705",Diseases of Heart
Sumter County, GA (13261),73,"30,389",Diseases of Heart
Talbot County, GA (13263),21,"6,171",Diseases of Heart
Tattnall County, GA (13267),65,"25,092",Diseases of Heart
Taylor County, GA (13269),22,"8,232",Diseases of Heart
Telfair County, GA (13271),33,"15,965",Diseases of Heart
Terrell County, GA (13273),19,"8,967",Diseases of Heart
Thomas County, GA (13275),116,"45,248",Diseases of Heart
Tift County, GA (13277),109,"40,828",Diseases of Heart
Toombs County, GA (13279),86,"27,196",Diseases of Heart
Towns County, GA (13281),41,"11,391",Diseases of Heart
Treutlen County, GA (13283),18,"6,637",Diseases of Heart
Troup County, GA (13285),179,"70,005",Diseases of Heart
Turner County, GA (13287),22,"8,030",Diseases of Heart
Twiggs County, GA (13289),31,"8,171",Diseases of Heart
Union County, GA (13291),60,"22,928",Diseases of Heart
Upson County, GA (13293),103,"26,335",Diseases of Heart
Walker County, GA (13295),277,"67,896",Diseases of Heart
Walton County, GA (13297),219,"90,184",Diseases of Heart
Ware County, GA (13299),117,"35,738",Diseases of Heart
Warren County, GA (13301),16,"5,442",Diseases of Heart
Washington County, GA (13303),48,"20,457",Diseases of Heart
Wayne County, GA (13305),76,"30,104",Diseases of Heart
White County, GA (13311),53,"28,884",Diseases of Heart
Whitfield County, GA (13313),170,"104,589",Diseases of Heart
Wilcox County, GA (13315),25,"8,761",Diseases of Heart
Wilkes County, GA (13317),39,"9,805",Diseases of Heart
Wilkinson County, GA (13319),46,"9,104",Diseases of Heart
Worth County, GA (13321),36,"20,748",Diseases of Heart
Hawaii County, HI (15001),413,"198,449",Diseases of Heart
Honolulu County, HI (15003),"1,738","992,605",Diseases of Heart
Kauai County, HI (15007),112,"72,029",Diseases of Heart
Maui County, HI (15009),225,"165,386",Diseases of Heart
Ada County, ID (16001),651,"444,028",Diseases of Heart
Bannock County, ID (16005),172,"84,377",Diseases of Heart
Bear Lake County, ID (16007),16,"5,945",Diseases of Heart
Benewah County, ID (16009),32,"9,092",Diseases of Heart
Bingham County, ID (16011),97,"45,201",Diseases of Heart
Blaine County, ID (16013),19,"21,791",Diseases of Heart
Boise County, ID (16015),10,"7,124",Diseases of Heart
Bonner County, ID (16017),84,"42,536",Diseases of Heart
Bonneville County, ID (16019),213,"112,232",Diseases of Heart
Boundary County, ID (16021),27,"11,681",Diseases of Heart
Canyon County, ID (16027),372,"211,698",Diseases of Heart
Cassia County, ID (16031),37,"23,504",Diseases of Heart
Clearwater County, ID (16035),23,"8,497",Diseases of Heart
Elmore County, ID (16039),43,"26,018",Diseases of Heart
Franklin County, ID (16041),12,"13,406",Diseases of Heart
Fremont County, ID (16043),32,"12,943",Diseases of Heart
Gem County, ID (16045),42,"17,184",Diseases of Heart
Gooding County, ID (16047),40,"15,185",Diseases of Heart
Idaho County, ID (16049),30,"16,156",Diseases of Heart
Jefferson County, ID (16051),38,"27,839",Diseases of Heart
Jerome County, ID (16053),40,"22,994",Diseases of Heart
Kootenai County, ID (16055),326,"154,311",Diseases of Heart
Latah County, ID (16057),53,"39,196",Diseases of Heart
Lemhi County, ID (16059),14,"7,723",Diseases of Heart
Madison County, ID (16065),32,"39,048",Diseases of Heart
Minidoka County, ID (16067),26,"20,616",Diseases of Heart
Nez Perce County, ID (16069),123,"40,369",Diseases of Heart
Owyhee County, ID (16073),20,"11,389",Diseases of Heart
Payette County, ID (16075),46,"23,026",Diseases of Heart
Power County, ID (16077),12,"7,654",Diseases of Heart
Shoshone County, ID (16079),43,"12,452",Diseases of Heart
Twin Falls County, ID (16083),134,"83,514",Diseases of Heart
Valley County, ID (16085),14,"10,496",Diseases of Heart
Washington County, ID (16087),37,"10,172",Diseases of Heart
Adams County, IL (17001),204,"66,578",Diseases of Heart
Alexander County, IL (17003),32,"6,478",Diseases of Heart
Bond County, IL (17005),52,"16,824",Diseases of Heart
Boone County, IL (17007),71,"53,503",Diseases of Heart
Brown County, IL (17009),10,"6,762",Diseases of Heart
Bureau County, IL (17011),109,"33,359",Diseases of Heart
Calhoun County, IL (17013),15,"4,894",Diseases of Heart
Carroll County, IL (17015),61,"14,539",Diseases of Heart
Cass County, IL (17017),50,"12,676",Diseases of Heart
Champaign County, IL (17019),281,"208,419",Diseases of Heart
Christian County, IL (17021),96,"33,309",Diseases of Heart
Clark County, IL (17023),36,"15,938",Diseases of Heart
Clay County, IL (17025),41,"13,300",Diseases of Heart
Clinton County, IL (17027),99,"37,729",Diseases of Heart
Coles County, IL (17029),124,"52,343",Diseases of Heart
Cook County, IL (17031),"9,953","5,203,499",Diseases of Heart
Crawford County, IL (17033),70,"19,308",Diseases of Heart
Cumberland County, IL (17035),23,"10,858",Diseases of Heart
DeKalb County, IL (17037),142,"104,528",Diseases of Heart
De Witt County, IL (17039),46,"16,226",Diseases of Heart
Douglas County, IL (17041),46,"19,630",Diseases of Heart
DuPage County, IL (17043),"1,322","929,368",Diseases of Heart
Edgar County, IL (17045),64,"17,566",Diseases of Heart
Edwards County, IL (17047),19,"6,523",Diseases of Heart
Effingham County, IL (17049),60,"34,386",Diseases of Heart
Fayette County, IL (17051),57,"21,789",Diseases of Heart
Ford County, IL (17053),41,"13,575",Diseases of Heart
Franklin County, IL (17055),89,"39,156",Diseases of Heart
Fulton County, IL (17057),109,"35,536",Diseases of Heart
Gallatin County, IL (17059),21,"5,212",Diseases of Heart
Greene County, IL (17061),35,"13,093",Diseases of Heart
Grundy County, IL (17063),92,"50,437",Diseases of Heart
Hamilton County, IL (17065),21,"8,061",Diseases of Heart
Hancock County, IL (17067),50,"18,508",Diseases of Heart
Hardin County, IL (17069),19,"4,024",Diseases of Heart
Henderson County, IL (17071),25,"6,869",Diseases of Heart
Henry County, IL (17073),143,"49,280",Diseases of Heart
Iroquois County, IL (17075),100,"28,334",Diseases of Heart
Jackson County, IL (17077),107,"58,870",Diseases of Heart
Jasper County, IL (17079),23,"9,536",Diseases of Heart
Jefferson County, IL (17081),95,"38,460",Diseases of Heart
Jersey County, IL (17083),69,"22,025",Diseases of Heart
Jo Daviess County, IL (17085),56,"21,770",Diseases of Heart
Johnson County, IL (17087),26,"12,902",Diseases of Heart
Kane County, IL (17089),675,"531,715",Diseases of Heart
Kankakee County, IL (17091),305,"110,008",Diseases of Heart
Kendall County, IL (17093),102,"124,695",Diseases of Heart
Knox County, IL (17095),169,"50,938",Diseases of Heart
Lake County, IL (17097),921,"703,047",Diseases of Heart
LaSalle County, IL (17099),287,"110,642",Diseases of Heart
Lawrence County, IL (17101),39,"16,377",Diseases of Heart
Lee County, IL (17103),91,"34,251",Diseases of Heart
Livingston County, IL (17105),122,"36,526",Diseases of Heart
Logan County, IL (17107),72,"29,527",Diseases of Heart
McDonough County, IL (17109),78,"30,996",Diseases of Heart
McHenry County, IL (17111),458,"307,004",Diseases of Heart
McLean County, IL (17113),272,"172,418",Diseases of Heart
Macon County, IL (17115),264,"106,550",Diseases of Heart
Macoupin County, IL (17117),144,"45,908",Diseases of Heart
Madison County, IL (17119),686,"265,759",Diseases of Heart
Marion County, IL (17121),137,"38,140",Diseases of Heart
Marshall County, IL (17123),30,"11,939",Diseases of Heart
Mason County, IL (17125),40,"13,507",Diseases of Heart
Massac County, IL (17127),67,"14,658",Diseases of Heart
Menard County, IL (17129),23,"12,516",Diseases of Heart
Mercer County, IL (17131),43,"15,730",Diseases of Heart
Monroe County, IL (17133),65,"34,068",Diseases of Heart
Montgomery County, IL (17135),81,"28,952",Diseases of Heart
Morgan County, IL (17137),119,"34,277",Diseases of Heart
Moultrie County, IL (17139),40,"14,827",Diseases of Heart
Ogle County, IL (17141),102,"51,273",Diseases of Heart
Peoria County, IL (17143),403,"185,006",Diseases of Heart
Perry County, IL (17145),49,"21,357",Diseases of Heart
Piatt County, IL (17147),44,"16,560",Diseases of Heart
Pike County, IL (17149),44,"15,950",Diseases of Heart
Pope County, IL (17151),14,"4,157",Diseases of Heart
Pulaski County, IL (17153),18,"5,619",Diseases of Heart
Putnam County, IL (17155),16,"5,611",Diseases of Heart
Randolph County, IL (17157),78,"32,621",Diseases of Heart
Richland County, IL (17159),45,"15,930",Diseases of Heart
Rock Island County, IL (17161),418,"144,784",Diseases of Heart
St. Clair County, IL (17163),604,"262,759",Diseases of Heart
Saline County, IL (17165),82,"24,307",Diseases of Heart
Sangamon County, IL (17167),418,"197,499",Diseases of Heart
Schuyler County, IL (17169),23,"6,923",Diseases of Heart
